product_id,verified_purchase,star_rating,helpful_votes,review_body
B000BPPNW4,2,4.5,0,2
B000BPQHG0,1,3.0,0,1
B000BUTC6M,1,2.0,1,1
B000BVKPNA,1,5.0,0,1
B000BW877A,1,5.0,0,1
B000BXHPEU,3,4.333333333333333,10,3
B000BXKTMA,1,2.0,4,1
B000BYDXLI,1,4.0,0,1
B000C0UGYI,1,5.0,0,1
B000C13SXI,1,5.0,0,1
B000C6OL84,1,5.0,0,1
B000CBNSIS,1,5.0,0,1
B000CBNSJ2,1,5.0,0,1
B000CBNSJC,1,5.0,0,1
B000CCEWBY,1,2.0,11,1
B000CDNECQ,1,1.0,1,1
B000CDPHHQ,1,4.0,0,1
B000CEM6XS,1,3.0,0,1
B000CNMUQC,1,2.0,3,1
B000CNOIQ2,1,5.0,0,1
B000COCTM6,1,5.0,0,1
B000COY136,1,4.0,0,1
B000CP2X9O,2,5.0,0,2
B000CSBOBO,1,5.0,2,1
B000CSBP3G,3,5.0,0,3
B000CSBP9K,1,4.0,0,1
B000CSBPCW,1,5.0,0,1
B000E0KN5I,2,3.0,2,2
B000E16658,1,5.0,49,1
B000E5V6PE,1,5.0,0,1
B000E82WRM,1,5.0,0,1
B000E89BNU,2,4.0,0,2
B000EGZ2SA,12,4.166666666666667,16,12
B000EGZ40G,1,1.0,1,1
B000EIGJQ2,1,5.0,0,1
B000EMBVIO,1,4.0,0,1
B000EMRJRQ,1,5.0,0,1
B000EMRK5W,1,5.0,0,1
B000EOMSBQ,1,3.0,0,1
B000EX3F6Y,1,1.0,0,1
B000F0JPRE,1,5.0,0,1
B000F1MBQ0,1,5.0,0,1
B000F1OPZ0,1,5.0,0,1
B000F1QIZK,1,5.0,0,1
B000F1QRII,1,4.0,13,1
B000F1QVJS,1,1.0,0,1
B000F1S1X2,1,4.0,0,1
B000F1SCJK,1,5.0,0,1
B000F6R3TU,1,5.0,2,1
B000F74S2O,1,5.0,0,1
B000F78UAU,2,5.0,0,2
B000F7M82G,1,1.0,0,1
B000F8W9XS,1,5.0,0,1
B000FA1A0E,1,3.0,2,1
B000FDXCY8,1,4.0,2,1
B000FFL58Q,3,4.666666666666667,0,3
B000FGG8TG,1,5.0,0,1
B000FHS97Y,2,5.0,0,2
B000FIFMG4,1,5.0,0,1
B000FIN1WG,1,2.0,0,1
B000FMQWS2,2,5.0,1,2
B000FO4JY4,1,4.0,1,1
B000FOJES0,1,2.0,14,1
B000FRBCJG,1,5.0,0,1
B000FT7NQU,2,5.0,0,2
B000FT7NSI,1,5.0,0,1
B000FT7NYC,1,5.0,1,1
B000FT9IYU,1,3.0,0,1
B000FT9IZY,1,4.0,1,1
B000FT9J44,1,4.0,1,1
B000FTD1HK,2,4.0,0,2
B000FTF5OC,1,5.0,2,1
B000FXW24O,2,4.5,0,2
B000G0HF16,1,5.0,0,1
B000G0J5FU,1,5.0,0,1
B000G0L2TM,1,5.0,0,1
B000G1YW98,3,2.3333333333333335,2,3
B000G22Y7O,1,5.0,0,1
B000G6BZJI,2,2.5,0,2
B000G7NK40,4,4.25,3,4
B000G7NKXQ,1,1.0,1,1
B000G7TIZA,11,4.636363636363637,35,11
B000G7TJXG,1,4.0,0,1
B000G7WU3W,1,5.0,0,1
B000G7WU4G,1,5.0,0,1
B000G7WU50,1,2.0,1,1
B000G7YLDE,28,4.75,6,28
B000G7YM06,1,4.0,1,1
B000G7YM0Q,1,4.0,4,1
B000G7YO5E,2,5.0,0,2
B000G7YO7M,1,5.0,0,1
B000G80RVI,1,4.0,0,1
B000G82J3M,1,5.0,0,1
B000GB0NZA,1,3.0,0,1
B000GB0NZK,4,4.0,0,4
B000GB1ZDE,2,3.5,0,2
B000GCE5C6,2,5.0,0,2
B000GCL4O8,1,1.0,7,1
B000GE1MEI,1,5.0,0,1
B000GE8VKG,2,4.5,1,2
B000GE9XIA,2,2.5,3,2
B000GEAKNM,2,5.0,0,2
B000GECKOY,1,4.0,0,1
B000GEDO62,1,5.0,0,1
B000GEDQ74,1,2.0,0,1
B000GEGMCA,1,4.0,0,1
B000GJH152,1,5.0,0,1
B000GJIE4E,2,5.0,0,2
B000GK5XY2,1,4.0,0,1
B000GK7AMU,2,5.0,0,2
B000GKU7C0,4,4.5,1,4
B000GKW8EA,1,4.0,0,1
B000GKWA66,2,3.0,15,2
B000GKWI7M,1,1.0,2,1
B000GU4IF2,1,5.0,1,1
B000GUZC2A,3,4.0,0,3
B000GWTVZC,1,5.0,0,1
B000GX0B3M,1,5.0,0,1
B000GX0B5K,1,5.0,0,1
B000GXAAVK,1,1.0,2,1
B000GXCBLW,1,4.0,1,1
B000GXDKEO,1,5.0,1,1
B000GY5OBK,1,4.0,2,1
B000H1IYXW,4,3.5,0,4
B000H1MRJO,5,4.8,0,5
B000H1XM8E,1,5.0,1,1
B000H3FRA8,1,4.0,0,1
B000H6CAJ6,1,5.0,0,1
B000H6P8WC,1,5.0,0,1
B000H6UXM2,1,5.0,1,1
B000H8981C,1,5.0,4,1
B000H953XI,2,3.5,0,2
B000H953Y2,2,5.0,0,2
B000HAU6IY,1,4.0,0,1
B000HDJVGY,1,5.0,0,1
B000HDKXN4,1,3.0,0,1
B000HEE776,1,4.0,0,1
B000HGQF9C,1,5.0,2,1
B000HIP352,3,5.0,0,3
B000HIP38Y,2,4.5,0,2
B000HK6BCE,3,5.0,0,3
B000HKGDAE,1,4.0,0,1
B000HKJ0QI,1,5.0,1,1
B000HL03PE,1,5.0,1,1
B000HL307C,1,5.0,14,1
B000HM9GJ2,1,5.0,1,1
B000HVC1FO,1,5.0,0,1
B000HY97IU,1,5.0,0,1
B000HZFKLM,2,5.0,0,2
B000I0TF9E,4,4.0,3,4
B000I1T8F4,1,4.0,0,1
B000I1Z04C,2,5.0,2,2
B000I20IXY,1,5.0,0,1
B000I2MRLK,2,5.0,0,2
B000I2MRLU,1,5.0,0,1
B000I2OKE2,1,3.0,0,1
B000I2Q0C2,1,1.0,0,1
B000I2Q0F4,9,4.555555555555555,0,9
B000I2Q0FE,1,5.0,0,1
B000I2RK8U,1,4.0,0,1
B000I2WAY4,1,5.0,0,1
B000I5Q19Q,1,5.0,0,1
B000I5T3T6,1,5.0,1,1
B000I5UZ1Q,1,5.0,0,1
B000I66ALO,1,4.0,0,1
B000I679CS,1,4.0,1,1
B000I6C6YO,1,5.0,0,1
B000I6I4XQ,1,1.0,2,1
B000I8WNT0,1,4.0,3,1
B000IA365S,1,3.0,8,1
B000IAOIQY,1,4.0,0,1
B000ICZ9Y2,1,1.0,3,1
B000IDSLOG,31,4.258064516129032,16,31
B000IG4IVS,1,5.0,1,1
B000IG6474,1,5.0,0,1
B000IHQXMY,1,4.0,1,1
B000IHUT1K,1,4.0,0,1
B000IMBUNQ,1,5.0,0,1
B000IMWT9A,1,5.0,2,1
B000IZVCM2,1,1.0,0,1
B000J1OOJI,1,5.0,0,1
B000J2DQPA,1,4.0,0,1
B000J3IFIW,1,4.0,2,1
B000J6CDY6,4,4.5,0,4
B000JHM30O,1,2.0,0,1
B000JHN3AS,3,2.6666666666666665,3,3
B000JIGOO4,1,5.0,0,1
B000JIHP88,2,5.0,2,2
B000JIMVV4,2,5.0,1,2
B000JJK7CI,1,5.0,0,1
B000JJK9EY,2,5.0,5,2
B000JJMF50,2,1.5,3,2
B000JKM0MM,1,3.0,1,1
B000JKM25M,1,1.0,0,1
B000JKQ6B8,2,5.0,0,2
B000JLW0TY,1,5.0,11,1
B000JNP0F8,1,5.0,0,1
B000JOOGK2,1,5.0,0,1
B000JOOGR0,1,1.0,0,1
B000JOQMO0,19,4.052631578947368,20,19
B000JOR1K4,1,5.0,0,1
B000JOT2RO,7,3.2857142857142856,0,7
B000JQ0BB8,1,4.0,2,1
B000JQ4B3C,2,4.5,0,2
B000JROE6K,1,5.0,0,1
B000JSB6AQ,1,1.0,0,1
B000JVTT98,3,3.6666666666666665,1,3
B000JVVXMO,1,5.0,0,1
B000JVVXOM,1,1.0,1,1
B000JVXU84,1,5.0,0,1
B000JVXZF2,3,4.0,2,3
B000JWSO9I,1,5.0,1,1
B000JWWN1S,1,5.0,0,1
B000JWYLBS,2,5.0,0,2
B000K1XMPO,1,4.0,2,1
B000K3ZUT8,1,4.0,2,1
B000K4YSVI,2,4.5,0,2
B000K50780,3,3.6666666666666665,0,3
B000K52H5Q,1,5.0,1,1
B000K53UEI,3,5.0,0,3
B000KD7X02,1,4.0,10,1
B000KI8XXI,1,4.0,0,1
B000KJBFC8,2,4.5,0,2
B000KJWY0U,1,5.0,0,1
B000KJZOWU,6,3.3333333333333335,0,6
B000KQ0H3O,1,5.0,1,1
B000KQ1LFW,1,5.0,1,1
B000KU5A9G,3,4.666666666666667,1,3
B000KUAS20,3,5.0,0,3
B000KW5I6E,2,2.0,0,2
B000KWDYRE,1,5.0,1,1
B000KYJ2EQ,1,4.0,5,1
B000L9FK0K,1,3.0,0,1
B000L9JMCM,1,5.0,1,1
B000LEG1PS,2,3.0,5,2
B000LEI7RS,1,5.0,0,1
B000LM2R44,29,4.551724137931035,7,29
B000LOPQ5O,1,5.0,0,1
B000LP2G6K,1,5.0,0,1
B000LPURQG,1,5.0,1,1
B000LRGQ0A,2,1.0,0,2
B000LRWDNO,1,4.0,1,1
B000LSL5ZK,3,4.333333333333333,0,3
B000LUBQEI,1,5.0,1,1
B000LWXH70,1,4.0,0,1
B000LXQVA4,15,4.6,14,15
B000LZFZVS,2,5.0,0,2
B000LZUL30,2,3.0,0,2
B000M0CRXG,1,1.0,1,1
B000M44SN4,1,5.0,0,1
B000M49MO4,1,5.0,1,1
B000M4K4BY,4,3.5,2,4
B000M9FILU,1,1.0,1,1
B000MAER3Y,2,5.0,1,2
B000MAERLG,1,5.0,0,1
B000MEB3GE,3,2.0,0,3
B000MF6V1K,1,1.0,0,1
B000MGQE7A,2,5.0,0,2
B000MGWEII,1,4.0,25,1
B000MKKSIM,2,3.0,0,2
B000MKKY2M,8,3.75,11,8
B000MKNF4G,1,5.0,0,1
B000MMVTS8,1,5.0,0,1
B000MP8S7K,1,5.0,1,1
B000MPLUY8,1,5.0,2,1
B000MQSJ96,1,3.0,2,1
B000MRGML2,1,4.0,0,1
B000MRGMOO,1,2.0,0,1
B000MUBVLA,1,5.0,0,1
B000MUSWMQ,1,5.0,0,1
B000MVQBG4,3,4.333333333333333,0,3
B000MVVWFE,25,3.52,5,25
B000MWZWV8,1,5.0,5,1
B000MXL04U,1,5.0,0,1
B000N0SNHY,3,3.6666666666666665,0,3
B000NG7XGU,1,5.0,0,1
B000NP3QMQ,12,3.5,27,12
B000NVYR32,1,2.0,0,1
B000NW3LXI,1,5.0,0,1
B000O1SHI2,1,1.0,4,1
B000O1SLSI,1,2.0,0,1
B000O1VMXE,1,5.0,1,1
B000O3GCFU,3,4.666666666666667,0,3
B000O3PFVW,2,4.0,0,2
B000O7SNYE,1,5.0,0,1
B000O7SQH8,1,5.0,0,1
B000O7SR18,3,4.333333333333333,0,3
B000O7SR36,1,5.0,0,1
B000O7SR8Q,2,5.0,1,2
B000O7YMCG,1,3.0,0,1
B000O8UGUM,1,5.0,0,1
B000OCLSHS,1,4.0,0,1
B000OE093U,1,4.0,0,1
B000OFKZHY,1,5.0,0,1
B000OR8UNI,1,5.0,0,1
B000OUPV0U,1,4.0,1,1
B000OY539A,3,4.0,3,3
B000P007FI,1,4.0,0,1
B000P21EH6,4,4.5,2,4
B000P22YTI,107,4.682242990654205,65,107
B000P23CU8,18,4.555555555555555,5,18
B000P24FRW,1,1.0,11,1
B000P25TZO,24,4.625,10,24
B000P39N6E,13,4.461538461538462,0,13
B000P39OPE,1,5.0,1,1
B000P635T2,1,3.0,1,1
B000P6A1TY,1,2.0,1,1
B000P9TK0W,4,5.0,2,4
B000PB2QCY,1,5.0,0,1
B000PBA0FE,1,1.0,9,1
B000PBEDJI,1,5.0,3,1
B000PC5KNA,26,3.9615384615384617,33,26
B000PC9NZG,3,3.0,0,3
B000PCBA7U,1,5.0,1,1
B000PJ59IE,1,5.0,0,1
B000PKTXTO,1,3.0,1,1
B000PRUAFI,6,4.833333333333333,4,6
B000Q5FVK8,1,5.0,0,1
B000Q7G3VM,6,4.333333333333333,3,6
B000QE87FK,1,2.0,3,1
B000QFEQL8,1,5.0,0,1
B000QIJ020,1,2.0,0,1
B000QSIRN8,1,5.0,0,1
B000RC2VJY,1,2.0,0,1
B000RFAAEO,1,5.0,0,1
B000RFC3BM,1,4.0,0,1
B000RFCXIK,1,5.0,5,1
B000RFD3JS,19,4.2631578947368425,15,19
B000RFDQEK,1,4.0,3,1
B000RFHL50,1,3.0,0,1
B000RFT680,1,1.0,0,1
B000RH9476,1,5.0,0,1
B000RHB4V0,1,2.0,3,1
B000RHCJY6,1,4.0,0,1
B000RHJT6C,2,4.0,0,2
B000RHYPI4,1,5.0,0,1
B000RHYPS4,2,5.0,0,2
B000RI0MLM,1,5.0,0,1
B000RI8Y30,1,5.0,0,1
B000RI90U6,1,4.0,0,1
B000ROKDC4,44,4.2272727272727275,34,44
B000ROME3U,49,3.6530612244897958,55,49
B000ROMFCU,1,5.0,0,1
B000RPT57C,1,4.0,0,1
B000RPUB8E,1,3.0,0,1
B000RRD7UG,8,4.375,2,8
B000RYG3BO,1,5.0,0,1
B000RZOXG0,1,3.0,1,1
B000S35QLC,5,2.0,3,5
B000S465SO,1,5.0,0,1
B000S6K2WC,1,5.0,0,1
B000S6TQL0,1,2.0,0,1
B000S88MW2,1,5.0,0,1
B000S8O9ME,45,3.977777777777778,204,45
B000S9A37I,1,2.0,1,1
B000S9RF4M,8,4.625,0,8
B000S9RFWY,21,3.4761904761904763,27,21
B000SEHFLA,1,4.0,0,1
B000SELUSO,1,4.0,0,1
B000SEVCPK,2,5.0,0,2
B000SEVCRI,3,5.0,0,3
B000SNP2R0,1,4.0,0,1
B000SOG7BY,1,5.0,0,1
B000SU0SGI,11,4.909090909090909,10,11
B000SU10ME,8,5.0,7,8
B000SZ90ZS,1,5.0,6,1
B000T9XTDW,2,2.5,0,2
B000TADQ7K,3,4.0,0,3
B000TADQ7U,1,1.0,0,1
B000TBFNZC,1,5.0,0,1
B000TBK4RY,1,4.0,0,1
B000TD0UKI,1,1.0,0,1
B000TFGUC8,1,5.0,0,1
B000TFMJEG,1,5.0,0,1
B000TFSNBY,1,5.0,1,1
B000TQZDMK,1,4.0,0,1
B000TSON4M,1,4.0,1,1
B000TVGQGC,1,3.0,1,1
B000TVGRTI,1,5.0,0,1
B000TVLYOQ,1,2.0,0,1
B000TW0RAC,1,4.0,1,1
B000TW2WY6,1,5.0,0,1
B000TZVW6M,1,5.0,2,1
B000TZVW9E,1,5.0,0,1
B000TZYZO8,1,5.0,3,1
B000U0R5D0,1,5.0,0,1
B000U404OI,1,5.0,0,1
B000U42810,1,5.0,0,1
B000U5FOT2,2,5.0,0,2
B000U5LXSS,1,5.0,0,1
B000UN30Q8,1,5.0,5,1
B000UO7BXK,1,5.0,0,1
B000UTZO16,1,1.0,0,1
B000UUBRYI,1,5.0,0,1
B000UUO7P4,1,2.0,0,1
B000UWTXNS,1,3.0,0,1
B000UZFMH6,1,5.0,0,1
B000UZXGCY,2,4.0,1,2
B000V3IIFK,1,5.0,0,1
B000V44B4G,1,5.0,1,1
B000V5KPZ4,2,5.0,0,2
B000V6YI6A,1,5.0,0,1
B000V89V6K,1,5.0,3,1
B000V8CN88,1,4.0,3,1
B000V96W0W,1,1.0,0,1
B000V98HCI,3,4.666666666666667,0,3
B000V9A2S0,2,2.5,1,2
B000VAI4PC,1,5.0,0,1
B000VBGT3K,3,5.0,0,3
B000VG4608,12,3.6666666666666665,432,12
B000VH69ZW,1,1.0,0,1
B000VHLIGW,1,3.0,1,1
B000VJJF60,1,5.0,0,1
B000VNLHGW,1,5.0,0,1
B000VS8WGA,2,3.0,9,2
B000VV98TM,1,5.0,0,1
B000VVIHPS,3,3.6666666666666665,152,3
B000VWC4JM,1,5.0,0,1
B000VXLBAY,2,3.0,1,2
B000VY1WPC,1,2.0,0,1
